"id","surface","confidence","kind","file","line","pointer","text"
"STR-1364","renderer-candidate","medium","template","src/renderer/guide/slides.ts","490","","가이드 슬라이드 ${…} 은(는) 없습니다."
"STR-1365","renderer-candidate","medium","literal","src/renderer/guide/stage/fakeAgentParty.ts","34","","default"
"STR-1366","renderer-candidate","medium","literal","src/renderer/guide/stage/fakeAgentParty.ts","37","","default"
"STR-1367","renderer-candidate","medium","literal","src/renderer/guide/stage/fakeAgentParty.ts","169","","off"
"STR-1368","renderer-candidate","medium","literal","src/renderer/guide/stage/fakeAgentParty.ts","183","","가이드 무대는 업데이트를 다루지 않습니다."
"STR-1369","renderer-candidate","medium","literal","src/renderer/guide/stage/fakeAgentParty.ts","192","","가이드 무대는 업데이트를 다루지 않습니다."
"STR-1370","renderer-candidate","medium","literal","src/renderer/guide/stage/fakeAgentParty.ts","225","","가이드 무대는 이 기기의 진단을 읽지 않습니다."
"STR-1371","renderer-html","high","html-title","src/renderer/guide/stage/index.html","6","","AgentParty 가이드 무대"
"STR-1372","renderer-candidate","medium","literal","src/renderer/guide/stage/StageRoot.tsx","20","","가이드 무대의 #root 가 없습니다."
"STR-1373","renderer-candidate","medium","literal","src/renderer/guide/stage/steps.ts","48","","value setter 를 찾지 못했습니다."
"STR-1374","renderer-candidate","medium","template","src/renderer/guide/stage/steps.ts","80","","무대 연출 실패: '${…}' 가 나타나지 않았습니다 (${…})."
"STR-1375","renderer-candidate","medium","template","src/renderer/guide/stage/steps.ts","91","","무대 연출 실패: '${…}' (${…}) — ${…}"
"STR-1376","renderer-candidate","medium","literal","src/renderer/theme/ThemeProvider.tsx","79","","useTheme must be used within ThemeProvider."
"STR-1377","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","29","","알 수 없음"
"STR-1378","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","36","","${…}/${…}턴은 모델 단가가 카탈로그에 없어 비용을 계산할 수 없습니다 (${…} tok). 표시된 값은 나머지 턴의 합계입니다."
"STR-1379","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","45","","cost"
"STR-1380","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","80","","cost"
"STR-1381","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","228","","${…}분"
"STR-1382","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","228","","${…}시간 ${…}분"
"STR-1383","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","235","","전체 (활성 파티)"
"STR-1384","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","247","","직전 구간"
"STR-1385","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","247","","현재"
"STR-1386","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","248","","구간 비교"
"STR-1387","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","248","","비교 모드"
"STR-1388","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","259","","한도 소진율"
"STR-1389","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","260","","실측 · Claude"
"STR-1390","renderer-ui","high","jsx-label","src/renderer/usage/TokenUsageView.tsx","262","","5시간"
"STR-1391","renderer-ui","high","jsx-label","src/renderer/usage/TokenUsageView.tsx","263","","주간"
"STR-1392","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","288","","${…} 멤버"
"STR-1393","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","288","","과거"
"STR-1394","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","288","","실시간"
"STR-1395","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","288","","전체"
"STR-1396","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","374","","기타 ${…}개"
"STR-1397","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","402","","+${…}턴 단가 미상"
"STR-1398","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","403","","· ${…}턴은 모델 단가가 없어 막대에서 빠져 있습니다"
"STR-1399","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","403","","막대=비용, 점선=컨텍스트 보유량 · 좌우로 드래그해 시간 이동 · 더블클릭=지금${…}"
"STR-1400","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","410","","타임라인 — 비용(막대) × 컨텍스트 보유(점선)"
"STR-1401","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","413","","실시간"
"STR-1402","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","414","","과거 구간"
"STR-1403","renderer-ui","high","jsx-placeholder","src/renderer/usage/TokenUsageView.tsx","427","","파티 이름·#id 검색"
"STR-1404","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","429","","전체 (활성 파티)"
"STR-1405","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","442","","클릭해서 다시 표시"
"STR-1406","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","442","","클릭해서 숨김"
"STR-1407","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","450","","컨텍스트 보유 (k)"
"STR-1408","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","456","","간격"
"STR-1409","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","460","","· 좌우 드래그=시간 이동 · 휠=봉 개수(범위) 조절 (주식 차트처럼)"
"STR-1410","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","460","","봉"
"STR-1411","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","462","","가장 최근 구간으로"
"STR-1412","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","462","","지금으로"
"STR-1413","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","469","","모델·effort 타임라인은 파티를 선택하면 멤버별로 표시됩니다."
"STR-1414","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","472","","모델·effort 타임라인"
"STR-1415","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","472","","색=멤버 · 농도=effort · 세로선=변경 지점"
"STR-1416","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","636","","비용"
"STR-1417","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","636","","비용 (+단가 미상)"
"STR-1418","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","637","","시간당"
"STR-1419","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","638","","오버헤드"
"STR-1420","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","643","","구간 비교 — A 현재 vs B 직전"
"STR-1421","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","653","","표본 없음"
"STR-1422","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","658","","⚠ 표본이 적어(A"
"STR-1423","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","658","","턴 · B"
"STR-1424","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","658","","턴) 델타는 노이즈일 수 있습니다 — 신뢰 판단은 표본이 쌓인 뒤에."
"STR-1425","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","685","","카탈로그"
"STR-1426","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","686","","파티·멤버를 클릭해 그래프에서 켜고 끕니다 · 비용 우선 · ↑입력 ↓출력 · 이름이 같아도 #id·기간으로 분리"
"STR-1427","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","690","","이전 파티 검색"
"STR-1428","renderer-ui","high","jsx-placeholder","src/renderer/usage/TokenUsageView.tsx","694","","지운 파티 이름·#id 검색"
"STR-1429","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","696","","보관된 파티가 없습니다."
"STR-1430","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","712","","아직 없음"
"STR-1431","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","723","","보관"
"STR-1432","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","747","","으로 다시 추가"
"STR-1433","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","747","","이전 파티 검색"
"STR-1434","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","747","","Claude 5시간 소진률(실측) · 지운 파티는"
"STR-1435","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","758","","cost"
"STR-1436","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","839","","봉별 실제 수치"
"STR-1437","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","842","","전 멤버가 유휴인 구간을 접어서 표시"
"STR-1438","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","844","","유휴 접기"
"STR-1439","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","847","","비용"
"STR-1440","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","847","","한도 %"
"STR-1441","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","847","","cost"
"STR-1442","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","852","","시각"
"STR-1443","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","855","","${…} – ${…} · ${…}개 봉 전원 유휴"
"STR-1444","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","876","","모델·effort 변경"
"STR-1445","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","877","","${…}턴은 모델 단가가 카탈로그에 없어 비용을 계산할 수 없습니다."
"STR-1446","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","877","","cost"
"STR-1447","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","884","","합계"
"STR-1448","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","886","","${…}턴은 모델 단가가 없어 합계에서 빠져 있습니다."
"STR-1449","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","886","","cost"
"STR-1450","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","891","","= 모델·effort 변경 봉 (클릭)"
"STR-1451","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","891","","= 전원 유휴 N봉 접힘"
"STR-1452","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","891","","가로축 = 시간 봉(차트와 동일) · 배경=모델색, 채움 높이=effort ·"
"STR-1453","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","925","","파티 / 멤버"
"STR-1454","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","925","","활성 시간"
"STR-1455","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","926","","비용·토큰"
"STR-1456","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","926","","시간당"
"STR-1457","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","926","","점유율"
"STR-1458","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","926","","cost"
"STR-1459","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","927","","~추정 한도%"
"STR-1460","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","927","","오버헤드"
"STR-1461","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","927","","캐시"
"STR-1462","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","934","","cost"
"STR-1463","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","942","","누가 — 파티 ▸ 멤버"
"STR-1464","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","942","","소진 많은 순"
"STR-1465","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","944","","개 파티 · 활성"
"STR-1466","renderer-ui","high","jsx-placeholder","src/renderer/usage/TokenUsageView.tsx","947","","파티 이름·#id 검색"
"STR-1467","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","949","","보관 파티 포함"
"STR-1468","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","969","","보관"
"STR-1469","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","969","","활성"
"STR-1470","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1009","","↑ 입력 · ↓ 출력 · 비용 ≈ 리스트 단가 환산"
"STR-1471","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1009","","기울임·~ 열은 추정값 (멤버별 한도 배분 근사) — 실측 아님"
"STR-1472","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1009","","지운 파티는 보관으로 남고 · 이름 같아도 #id·기간으로 분리"
"STR-1473","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","1051","","대시보드로"
"STR-1474","renderer-ui","high","jsx-label","src/renderer/usage/TokenUsageView.tsx","1056","","환산 비용"
"STR-1475","renderer-ui","high","jsx-label","src/renderer/usage/TokenUsageView.tsx","1057","","지배 모델"
"STR-1476","renderer-ui","high","jsx-label","src/renderer/usage/TokenUsageView.tsx","1058","","캐시 적중"
"STR-1477","renderer-ui","high","jsx-label","src/renderer/usage/TokenUsageView.tsx","1059","","활성 시간"
"STR-1478","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1062","","이 세션 대화로 이동"
"STR-1479","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1067","","모델·effort 구간"
"STR-1480","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1067","","세션이 (모델×effort) 구간들의 합임을 보여줍니다 · 칸 너비=턴 수, 농도=effort."
"STR-1481","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1068","","아직 없음"
"STR-1482","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","1071","","${…} ${…} · ${…}턴"
"STR-1483","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1080","","기울기가 곧 비용입니다. 세로선은 compact 지점 — 끊긴 뒤 캐시가 다시 쌓입니다."
"STR-1484","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1080","","세션 내 컨텍스트 증가 곡선"
"STR-1485","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1086","","비싼 턴"
"STR-1486","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1087","","불러오는 중…"
"STR-1487","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1087","","이전 incarnation · 아직 없음"
"STR-1488","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1104","","불러오는 중…"
"STR-1489","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1106","","아직 없음 — 컨텍스트 점유 값이 보고되지 않았습니다."
"STR-1490","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1128","","비용"
"STR-1491","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1128","","시각"
"STR-1492","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1128","","출력"
"STR-1493","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1128","","trigger · 모델"
"STR-1494","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","1135","","${…}의 단가가 카탈로그에 없어 비용을 계산할 수 없습니다."
"STR-1495","renderer-ui","high","jsx-title","src/renderer/usage/TokenUsageView.tsx","1135","","모델 미상"
"STR-1496","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","1135","","알 수 없음"
"STR-1497","renderer-candidate","medium","template","src/renderer/usage/TokenUsageView.tsx","1151","","${…} 후 리셋"
"STR-1498","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","1151","","리셋 시각 미보고"
"STR-1499","renderer-candidate","medium","literal","src/renderer/usage/TokenUsageView.tsx","1151","","아직 없음"
"STR-1500","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1171","","""아직 없음""으로 둡니다."
"STR-1501","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1171","","아직 없음"
"STR-1502","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1171","","이 구간에 기록된 턴이 없습니다. 값을"
"STR-1503","renderer-ui","high","jsx-text","src/renderer/usage/TokenUsageView.tsx","1171","","지어내지 않고"
"STR-1504","renderer-candidate","medium","literal","src/renderer/usage/usageCost.ts","59","","모델 미상"
"STR-1505","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","34","","아직 없음"
"STR-1506","renderer-candidate","medium","template","src/renderer/usage/usageFormat.ts","38","","${…}분"
"STR-1507","renderer-candidate","medium","template","src/renderer/usage/usageFormat.ts","39","","${…}시간 ${…}분"
"STR-1508","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","79","","현재 5시간 한도"
"STR-1509","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","80","","현재 주간 한도"
"STR-1510","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","81","","오늘"
"STR-1511","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","82","","어제"
"STR-1512","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","83","","기간 지정"
"STR-1513","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","90","","1분"
"STR-1514","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","91","","3분"
"STR-1515","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","92","","5분"
"STR-1516","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","93","","15분"
"STR-1517","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","94","","30분"
"STR-1518","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","95","","1시간"
"STR-1519","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","96","","4시간"
"STR-1520","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","97","","1일"
"STR-1521","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","102","","사람 지시 · 기준선"
"STR-1522","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","103","","멤버 간 메시지"
"STR-1523","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","104","","게이트 리뷰어"
"STR-1524","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","105","","컨텍스트 압축"
"STR-1525","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","106","","서브에이전트"
"STR-1526","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","107","","초기화·폴링 · 고정비"
"STR-1527","renderer-candidate","medium","literal","src/renderer/usage/usageFormat.ts","108","","원인 미상"
"STR-1528","renderer-candidate","medium","literal","src/renderer/workbench/AutoCompactEditor.tsx","48","","임계치 초과 시 자동 압축"
"STR-1529","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","75","","끄면 수동 압축만 사용합니다."
"STR-1530","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","87","","압축 임계치 · 컨텍스트 사용률"
"STR-1531","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","102","","K 토큰"
"STR-1532","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","118","","% 미만 ·"
"STR-1533","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","118","","% 초과는 설정할 수 없습니다."
"STR-1534","renderer-ui","high","jsx-title","src/renderer/workbench/AutoCompactEditor.tsx","192","","Close"
"STR-1535","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","199","","현재 컨텍스트 사용량"
"STR-1536","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","201","","토큰"
"STR-1537","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","211","","막대 위 세로선 = 자동 압축이 실행되는 임계치"
"STR-1538","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","219","","끄면 입력창의 압축 버튼으로 수동 실행만 됩니다."
"STR-1539","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","219","","임계치 초과 시 자동 압축"
"STR-1540","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","233","","압축 임계치 · 컨텍스트 사용률"
"STR-1541","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","235","","토큰"
"STR-1542","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","263","","지금 압축 실행"
"STR-1543","renderer-ui","high","jsx-text","src/renderer/workbench/AutoCompactEditor.tsx","265","","완료"
"STR-1544","renderer-candidate","medium","template","src/renderer/workbench/CliContinuationModal.tsx","42","","클립보드에 복사하지 못했습니다: ${…}"
"STR-1545","renderer-ui","high","jsx-aria-label","src/renderer/workbench/CliContinuationModal.tsx","65","","${…} CLI로 이어가기"
"STR-1546","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","69","","CLI로 이어가기"
"STR-1547","renderer-ui","high","jsx-title","src/renderer/workbench/CliContinuationModal.tsx","72","","닫기"
"STR-1548","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","76","","이어갈 대화를 확인하는 중…"
"STR-1549","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","77","","이 멤버는 CLI로 이어갈 수 없습니다."
"STR-1550","renderer-candidate","medium","literal","src/renderer/workbench/CliContinuationModal.tsx","83","","기본 터미널에서 바로 이어가기"
"STR-1551","renderer-candidate","medium","literal","src/renderer/workbench/CliContinuationModal.tsx","83","","터미널을 여는 중…"
"STR-1552","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","83","","AgentParty의 세션을 닫고 같은 대화를 새 터미널에서 재개합니다."
"STR-1553","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","88","","직접 터미널을 열어 아래 순서로 실행할 때 사용합니다."
"STR-1554","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","88","","cwd와 명령어 받기"
"STR-1555","renderer-candidate","medium","literal","src/renderer/workbench/CliContinuationModal.tsx","90","","모두 복사"
"STR-1556","renderer-candidate","medium","literal","src/renderer/workbench/CliContinuationModal.tsx","90","","복사됨"
"STR-1557","renderer-ui","high","jsx-label","src/renderer/workbench/CliContinuationModal.tsx","94","","이어가기 명령어"
"STR-1558","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","97","","같은 대화를 두 프로세스에서 동시에 실행하지 마세요. 명령어를 직접 실행할 때는 먼저 이 멤버의 탭을 닫아 AgentParty 세션을 종료해야 합니다."
"STR-1559","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","98","","외부 CLI에서 새로 진행한 대화는 현재 AgentParty 대화창에 자동 동기화되지 않습니다. 다시 앱에서 재개하면 모델 컨텍스트는 이어지지만, 외부 턴을 화면에 가져오려면 하네스 원본 기록을 별도로 가져오는 기능이 필요합니다."
"STR-1560","renderer-ui","high","jsx-title","src/renderer/workbench/CliContinuationModal.tsx","114","","${…} 복사"
"STR-1561","renderer-candidate","medium","literal","src/renderer/workbench/CliContinuationModal.tsx","124","","알 수 없는 오류"
"STR-1562","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","14","","Full access"
"STR-1563","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","14","","Read only"
"STR-1564","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","14","","Workspace write"
"STR-1565","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","15","","On request"
"STR-1566","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","71","","· Guardian on"
"STR-1567","renderer-ui","high","jsx-text","src/renderer/workbench/CodexPermissionControl.tsx","107","","Full access removes the sandbox — Codex can touch anything."
"STR-1568","renderer-ui","high","jsx-text","src/renderer/workbench/CodexPermissionControl.tsx","111","","위험 행동 사전 심사"
"STR-1569","renderer-candidate","medium","literal","src/renderer/workbench/CommandPalette.tsx","34","","edits files"
"STR-1570","renderer-candidate","medium","literal","src/renderer/workbench/CommandPalette.tsx","37","","needs auth"
"STR-1571","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","259","","하네스"
"STR-1572","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","290","","프로바이더"
"STR-1573","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","291","","하네스"
"STR-1574","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","292","","모델"
"STR-1575","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","331","","모델"
"STR-1576","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","363","","프로바이더"
"STR-1577","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","364","","모델"
"STR-1578","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","367","","속도"
"STR-1579","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","447","","멤버"
"STR-1580","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","145","","runtime"
"STR-1581","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","255","","멤버"
"STR-1582","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","256","","모델"
"STR-1583","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","562","","${…}은(는) 이미지를 지원하지 않습니다. 비전 지원 모델로 전환하세요."
"STR-1584","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","562","","이 모델"
"STR-1585","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","569","","이미지는 최대 ${…}개까지 첨부할 수 있습니다."
"STR-1586","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","574","","이미지를 읽지 못했습니다."
"STR-1587","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","578","","이미지 한 개는 최대 ${…}MB까지 첨부할 수 있습니다."
"STR-1588","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","689","","이름 없는 항목"
"STR-1589","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","698","","${…}의 경로를 확인하지 못했습니다."
"STR-1590","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","758","","보내지 못했습니다: ${…}"
"STR-1591","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","789","","대기열에서 되돌리지 못했습니다: ${…}"
"STR-1592","renderer-ui","high","jsx-aria-label","src/renderer/workbench/Composer.tsx","830","","${…}에게 보낼 메시지"
"STR-1593","renderer-ui","high","jsx-hint","src/renderer/workbench/Composer.tsx","860","","↑↓ · Enter 다음 · → 끝"
"STR-1594","renderer-ui","high","jsx-alt","src/renderer/workbench/Composer.tsx","881","","attached image"
"STR-1595","renderer-ui","high","jsx-title","src/renderer/workbench/Composer.tsx","882","","제거"
"STR-1596","renderer-ui","high","jsx-text","src/renderer/workbench/Composer.tsx","891","","이 모델은 이미지를 지원하지 않습니다"
"STR-1597","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","894","","강제 종료"
