"id","surface","confidence","kind","file","line","pointer","text","suggested_text_ko"
"STR-1558","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","97","","같은 대화를 두 프로세스에서 동시에 실행하지 마세요. 명령어를 직접 실행할 때는 먼저 이 멤버의 탭을 닫아 AgentParty 세션을 종료해야 합니다.",""
"STR-1559","renderer-ui","high","jsx-text","src/renderer/workbench/CliContinuationModal.tsx","98","","외부 CLI에서 새로 진행한 대화는 현재 AgentParty 대화창에 자동 동기화되지 않습니다. 다시 앱에서 재개하면 모델 컨텍스트는 이어지지만, 외부 턴을 화면에 가져오려면 하네스 원본 기록을 별도로 가져오는 기능이 필요합니다.",""
"STR-1560","renderer-ui","high","jsx-title","src/renderer/workbench/CliContinuationModal.tsx","114","","${…} 복사",""
"STR-1561","renderer-candidate","medium","literal","src/renderer/workbench/CliContinuationModal.tsx","125","","알 수 없는 오류",""
"STR-1562","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","15","","Full access",""
"STR-1563","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","15","","Read only",""
"STR-1564","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","15","","Workspace write",""
"STR-1565","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","16","","On request",""
"STR-1566","renderer-candidate","medium","literal","src/renderer/workbench/CodexPermissionControl.tsx","72","","· Guardian on",""
"STR-1567","renderer-ui","high","jsx-text","src/renderer/workbench/CodexPermissionControl.tsx","107","","Full access removes the sandbox — Codex can touch anything.",""
"STR-1568","renderer-ui","high","jsx-text","src/renderer/workbench/CodexPermissionControl.tsx","111","","위험 행동 사전 심사",""
"STR-1569","renderer-candidate","medium","literal","src/renderer/workbench/CommandPalette.tsx","34","","edits files",""
"STR-1570","renderer-candidate","medium","literal","src/renderer/workbench/CommandPalette.tsx","37","","needs auth",""
"STR-1571","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","259","","하네스",""
"STR-1572","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","290","","프로바이더",""
"STR-1573","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","291","","하네스",""
"STR-1574","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","292","","모델",""
"STR-1575","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","331","","모델",""
"STR-1576","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","363","","프로바이더",""
"STR-1577","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","364","","모델",""
"STR-1578","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","367","","속도",""
"STR-1579","renderer-candidate","medium","literal","src/renderer/workbench/completionModel.ts","447","","멤버",""
"STR-1580","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","146","","runtime",""
"STR-1581","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","256","","멤버",""
"STR-1582","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","257","","모델",""
"STR-1583","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","563","","${…}은(는) 이미지를 지원하지 않습니다. 비전 지원 모델로 전환하세요.",""
"STR-1584","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","563","","이 모델",""
"STR-1585","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","570","","이미지는 최대 ${…}개까지 첨부할 수 있습니다.",""
"STR-1586","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","575","","이미지를 읽지 못했습니다.",""
"STR-1587","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","579","","이미지 한 개는 최대 ${…}MB까지 첨부할 수 있습니다.",""
"STR-1588","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","690","","이름 없는 항목",""
"STR-1589","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","699","","${…}의 경로를 확인하지 못했습니다.",""
"STR-1590","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","759","","보내지 못했습니다: ${…}",""
"STR-1591","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","790","","대기열에서 되돌리지 못했습니다: ${…}",""
"STR-1592","renderer-ui","high","jsx-aria-label","src/renderer/workbench/Composer.tsx","830","","${…}에게 보낼 메시지",""
"STR-1593","renderer-ui","high","jsx-hint","src/renderer/workbench/Composer.tsx","860","","↑↓ · Enter 다음 · → 끝","↑↓ 이동 · Enter 선택 · → 끝으로 이동"
"STR-1594","renderer-ui","high","jsx-alt","src/renderer/workbench/Composer.tsx","881","","attached image",""
"STR-1595","renderer-ui","high","jsx-title","src/renderer/workbench/Composer.tsx","882","","제거",""
"STR-1596","renderer-ui","high","jsx-text","src/renderer/workbench/Composer.tsx","891","","이 모델은 이미지를 지원하지 않습니다",""
"STR-1597","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","895","","강제 종료",""
"STR-1598","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","895","","Stop",""
"STR-1599","renderer-ui","high","jsx-title","src/renderer/workbench/Composer.tsx","911","","중단하는 중…",""
"STR-1600","renderer-ui","high","jsx-title","src/renderer/workbench/Composer.tsx","911","","진행 중인 턴 중단",""
"STR-1601","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","913","","중단 중",""
"STR-1602","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","913","","Stop",""
"STR-1603","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","916","","대기열에 추가",""
"STR-1604","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","916","","Send",""
"STR-1605","renderer-ui","high","jsx-text","src/renderer/workbench/Composer.tsx","927","","대기열에 추가",""
"STR-1606","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","981","","${…} 작업 중 — 대기열에 쌓입니다","${…} 작업 중 — 메시지가 대기열에 추가됩니다"
"STR-1607","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","981","","${…}에게…",""
"STR-1608","renderer-ui","high","jsx-title","src/renderer/workbench/Composer.tsx","983","","중단하는 중…",""
"STR-1609","renderer-ui","high","jsx-title","src/renderer/workbench/Composer.tsx","983","","진행 중인 턴 중단",""
"STR-1610","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","1009","","${…}가 작업 중 — 보내면 대기열에 쌓입니다","${…} 작업 중 — 전송 시 대기열에 추가됩니다"
"STR-1611","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","1011","","${…}에게 메시지 보내기… (파일·폴더 끌어놓기 가능)","${…}에게 메시지 보내기…(파일·폴더 드래그 가능)"
"STR-1612","renderer-candidate","medium","template","src/renderer/workbench/Composer.tsx","1012","","${…}에게 메시지 보내기… (이미지·파일·폴더 끌어놓기 가능)","${…}에게 메시지 보내기…(이미지·파일·폴더 드래그 가능)"
"STR-1613","renderer-ui","high","jsx-title","src/renderer/workbench/Composer.tsx","1018","","멤버 멘션",""
"STR-1614","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","1031","","놓은 자리에 파일·폴더가 붙습니다","파일·폴더가 드롭한 위치에 추가됩니다"
"STR-1615","renderer-candidate","medium","literal","src/renderer/workbench/Composer.tsx","1031","","이미지는 첨부되고, 파일·폴더는 놓은 자리에 붙습니다","이미지는 첨부되고 파일·폴더는 드롭한 위치에 추가됩니다"
"STR-1616","renderer-candidate","medium","template","src/renderer/workbench/ContextDonut.tsx","62","","· 자동 압축 ${…}%",""
"STR-1617","renderer-candidate","medium","literal","src/renderer/workbench/ContextDonut.tsx","62","","· 자동 압축 꺼짐",""
"STR-1618","renderer-candidate","medium","template","src/renderer/workbench/ContextDonut.tsx","62","","컨텍스트 ${…} / ${…} 토큰 (${…}%)${…}",""
"STR-1619","renderer-candidate","medium","template","src/renderer/workbench/ContextDonut.tsx","63","","컨텍스트 ${…} 토큰 (창 크기 미상)",""
"STR-1620","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","6","","민감한 작업마다 확인","민감한 작업 실행 시마다 확인"
"STR-1621","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","6","","default",""
"STR-1622","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","6","","Default",""
"STR-1623","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","7","","파일 편집 자동 승인",""
"STR-1624","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","7","","Accept edits",""
"STR-1625","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","8","","실행 전 계획만","실행 전 계획만 수립"
"STR-1626","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","9","","대부분 자동 진행","대부분의 작업 자동 진행"
"STR-1627","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","10","","추가 질문 없이 진행","추가 확인 없이 진행"
"STR-1628","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","11","","모든 권한 우회","모든 권한 검사 우회"
"STR-1629","renderer-candidate","medium","literal","src/renderer/workbench/controls.tsx","16","","Claude Code",""
"STR-1630","renderer-candidate","medium","literal","src/renderer/workbench/copy.tsx","26","","복사",""
"STR-1631","renderer-candidate","medium","literal","src/renderer/workbench/copy.tsx","41","","복사 실패 — 클립보드 접근이 거부되었습니다",""
"STR-1632","renderer-candidate","medium","literal","src/renderer/workbench/copy.tsx","41","","복사됨",""
"STR-1633","renderer-candidate","medium","literal","src/renderer/workbench/CursorPermissionControl.tsx","19","","Run Everything",""
"STR-1634","renderer-ui","high","jsx-text","src/renderer/workbench/CursorPermissionControl.tsx","68","","Cursor mode &amp; approvals",""
"STR-1635","renderer-ui","high","jsx-text","src/renderer/workbench/CursorPermissionControl.tsx","77","","Approval mode",""
"STR-1636","renderer-ui","high","jsx-text","src/renderer/workbench/CursorPermissionControl.tsx","83","","Ask is read-only exploration.",""
"STR-1637","renderer-ui","high","jsx-text","src/renderer/workbench/CursorPermissionControl.tsx","84","","Plan analyzes and proposes a plan without edits.",""
"STR-1638","renderer-ui","high","jsx-text","src/renderer/workbench/CursorPermissionControl.tsx","85","","Run Everything force-allows tools unless explicitly denied.",""
"STR-1639","renderer-ui","high","jsx-aria-label","src/renderer/workbench/CursorPermissionControl.tsx","91","","Cursor mode and approvals",""
"STR-1640","renderer-candidate","medium","literal","src/renderer/workbench/CursorPermissionControl.tsx","105","","Run all",""
"STR-1641","renderer-ui","high","jsx-aria-label","src/renderer/workbench/CursorPermissionControl.tsx","109","","Cursor mode and approvals",""
"STR-1642","renderer-candidate","medium","literal","src/renderer/workbench/EnvironmentBlock.tsx","52","","이 멤버를 실행하려면 먼저 환경을 준비해야 합니다.",""
"STR-1643","renderer-candidate","medium","template","src/renderer/workbench/EnvironmentBlock.tsx","67","","${…} 준비가 끝났습니다. 이제 대화할 수 있습니다.","${…} 준비가 완료되었습니다. 이제 메시지를 보낼 수 있습니다."
"STR-1644","renderer-ui","high","jsx-text","src/renderer/workbench/EnvironmentBlock.tsx","71","","보내지 못한 메시지는 자동 전송하지 않았습니다. 아래 버튼으로 다시 보내세요.",""
"STR-1645","renderer-ui","high","jsx-text","src/renderer/workbench/EnvironmentBlock.tsx","88","","메시지 다시 보내기",""
"STR-1646","renderer-ui","high","jsx-text","src/renderer/workbench/EnvironmentBlock.tsx","93","","환경 탭 열기",""
"STR-1647","renderer-candidate","medium","literal","src/renderer/workbench/EnvironmentBlock.tsx","99","","다시 확인",""
"STR-1648","renderer-candidate","medium","literal","src/renderer/workbench/EnvironmentBlock.tsx","99","","확인 중…",""
"STR-1649","renderer-candidate","medium","literal","src/renderer/workbench/EnvironmentRemedies.tsx","79","","복사됨",""
"STR-1650","renderer-candidate","medium","literal","src/renderer/workbench/EnvironmentRemedies.tsx","79","","진행 중…",""
"STR-1651","renderer-ui","high","jsx-text","src/renderer/workbench/EnvironmentRemedies.tsx","98","","다른 방법","다른 해결 방법"
"STR-1652","renderer-ui","high","jsx-text","src/renderer/workbench/EnvironmentRemedies.tsx","112","","자세히",""
"STR-1653","renderer-candidate","medium","literal","src/renderer/workbench/FontPicker.tsx","80","","시스템 기본",""
"STR-1654","renderer-ui","high","jsx-placeholder","src/renderer/workbench/FontPicker.tsx","99","","글꼴 이름 검색 · 설치 ${…}개",""
"STR-1655","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","102","","설치된 글꼴을 읽는 중…",""
"STR-1656","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","106","","아래는 추천 글꼴만 표시한 것입니다.","추천 글꼴만 표시됩니다."
"STR-1657","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","123","","다람쥐 헌 쳇바퀴 Sphinx 0123",""
"STR-1658","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","126","","추천",""
"STR-1659","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","127","","미설치",""
"STR-1660","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","128","","확인 불가",""
"STR-1661","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","133","","’ 와(과) 일치하는 글꼴이 없습니다.",""
"STR-1662","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","135","","개 더 있습니다 — 검색어를 좁혀 주세요.","개가 더 있습니다. 검색어를 구체적으로 입력하세요."
"STR-1663","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","139","","다람쥐 헌 쳇바퀴에 타고파 Sphinx of black quartz 0123",""
"STR-1664","renderer-candidate","medium","literal","src/renderer/workbench/FontPicker.tsx","142","","설치된 글꼴",""
"STR-1665","renderer-candidate","medium","literal","src/renderer/workbench/FontPicker.tsx","142","","OS 의 기본 글꼴을 그대로 사용","운영체제 기본 글꼴 사용"
"STR-1666","renderer-ui","high","jsx-text","src/renderer/workbench/FontPicker.tsx","145","","이 컴퓨터에 설치되어 있지 않아 대체 글꼴로 표시됩니다.",""
"STR-1667","renderer-candidate","medium","literal","src/renderer/workbench/FontPicker.tsx","169","","시스템 기본",""
"STR-1668","renderer-candidate","medium","literal","src/renderer/workbench/FontPicker.tsx","169","","OS 의 기본 글꼴","운영체제 기본 글꼴"
"STR-1669","renderer-candidate","medium","literal","src/renderer/workbench/GateReviewerControl.tsx","42","","리뷰어 모델",""
"STR-1670","renderer-candidate","medium","literal","src/renderer/workbench/GateReviewerControl.tsx","43","","리뷰어 effort",""
"STR-1671","renderer-ui","high","jsx-title","src/renderer/workbench/GateReviewerControl.tsx","80","","게이트 리뷰어 모델",""
"STR-1672","renderer-ui","high","jsx-text","src/renderer/workbench/GateReviewerControl.tsx","82","","헤드리스 · 하네스 없음","헤드리스 · 하네스 미사용"
"STR-1673","renderer-candidate","medium","literal","src/renderer/workbench/GateReviewerControl.tsx","87","","선택",""
"STR-1674","renderer-candidate","medium","literal","src/renderer/workbench/harnessLabel.ts","14","","Claude Code",""
"STR-1675","renderer-candidate","medium","literal","src/renderer/workbench/harnessLabel.ts","16","","Cursor CLI",""
"STR-1676","renderer-candidate","medium","literal","src/renderer/workbench/harnessLabel.ts","17","","Grok Build",""
"STR-1677","renderer-candidate","medium","literal","src/renderer/workbench/HarnessPermissionControl.tsx","80","","default",""
"STR-1678","renderer-ui","high","jsx-title","src/renderer/workbench/HarnessPermissionControl.tsx","96","","권한",""
"STR-1679","renderer-ui","high","jsx-title","src/renderer/workbench/Markdown.tsx","63","","코드 복사",""
"STR-1680","renderer-candidate","medium","template","src/renderer/workbench/Markdown.tsx","177","","파일을 열지 못했습니다: ${…}",""
"STR-1681","renderer-ui","high","jsx-title","src/renderer/workbench/Markdown.tsx","180","","경로 복사",""
"STR-1682","renderer-ui","high","jsx-title","src/renderer/workbench/Markdown.tsx","180","","링크 복사",""
"STR-1683","renderer-ui","high","jsx-title","src/renderer/workbench/Markdown.tsx","189","","파일 탐색기에서 보기",""
"STR-1684","renderer-ui","high","jsx-aria-label","src/renderer/workbench/Markdown.tsx","190","","파일 탐색기에서 보기",""
"STR-1685","renderer-candidate","medium","template","src/renderer/workbench/Markdown.tsx","198","","파일 위치를 열지 못했습니다: ${…}",""
"STR-1686","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","18","","연결됨",""
"STR-1687","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","19","","연결 중",""
"STR-1688","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","20","","실패",""
"STR-1689","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","21","","인증 필요",""
"STR-1690","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","22","","비활성화됨",""
"STR-1691","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","23","","알 수 없음",""
"STR-1692","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","141","","전체",""
"STR-1693","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","142","","연결됨",""
"STR-1694","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","143","","실패",""
"STR-1695","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","144","","인증 필요",""
"STR-1696","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","157","","MCP 서버",""
"STR-1697","renderer-ui","high","jsx-title","src/renderer/workbench/McpModal.tsx","166","","모두 재연결",""
"STR-1698","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","167","","모두 재연결",""
"STR-1699","renderer-ui","high","jsx-title","src/renderer/workbench/McpModal.tsx","169","","닫기",""
"STR-1700","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","189","","브라우저에서 열기",""
"STR-1701","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","193","","인증 URL을 받지 못했습니다.",""
"STR-1702","renderer-ui","high","jsx-title","src/renderer/workbench/McpModal.tsx","194","","닫기",""
"STR-1703","renderer-ui","high","jsx-placeholder","src/renderer/workbench/McpModal.tsx","202","","서버 검색…",""
"STR-1704","renderer-ui","high","jsx-title","src/renderer/workbench/McpModal.tsx","203","","지우기","검색어 지우기"
"STR-1705","renderer-ui","high","jsx-title","src/renderer/workbench/McpModal.tsx","205","","새로고침",""
"STR-1706","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","224","","불러오는 중…",""
"STR-1707","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","230","","연결된 MCP 서버가 없습니다",""
"STR-1708","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","232","","~/.codex/config.toml 의 [mcp_servers.*] 에 서버를 추가하면 표시됩니다.",""
"STR-1709","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","234","","조건에 맞는 서버가 없습니다",""
"STR-1710","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","256","","개 서버",""
"STR-1711","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","258","","연결",""
"STR-1712","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","259","","실패",""
"STR-1713","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","260","","인증",""
"STR-1714","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","262","","도구",""
"STR-1715","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","264","","닫기",""
"STR-1716","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","306","","로그인이 필요합니다 · 도구를 사용하려면 인증하세요","로그인이 필요합니다 · 도구를 사용하려면 인증을 완료하세요"
"STR-1717","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","313","","도구",""
"STR-1718","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","319","","활성화",""
"STR-1719","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","324","","인증하기",""
"STR-1720","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","329","","재연결",""
"STR-1721","renderer-candidate","medium","literal","src/renderer/workbench/McpModal.tsx","329","","재연결 중",""
"STR-1722","renderer-ui","high","jsx-title","src/renderer/workbench/McpModal.tsx","332","","비활성화",""
"STR-1723","renderer-ui","high","jsx-text","src/renderer/workbench/McpModal.tsx","345","","개 더","개 추가"
"STR-1724","renderer-candidate","medium","literal","src/renderer/workbench/memberStatus.ts","218","","not started",""
"STR-1725","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","21","","새 멤버가 첫 작업부터 사용할 Claude Code 권한 모드입니다.",""
"STR-1726","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","22","","Codex 하니스에서 사용할 Sandbox와 승인 정책, Guardian을 지정합니다. 선택한 모델 공급자와 관계없이 이 권한 정책이 유지됩니다.","Codex 하네스에서 사용할 Sandbox, 승인 정책 및 Guardian을 지정합니다. 선택한 모델 제공자와 관계없이 이 권한 정책이 유지됩니다."
"STR-1727","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","23","","Cursor CLI의 작업 모드와 승인 모드를 그대로 설정합니다.",""
"STR-1728","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","24","","Grok Build는 도구 실행을 클라이언트에 묻지 않습니다. 플랜 모드만 적용되고, 나머지 권한 설정은 이 하니스에 영향을 주지 않습니다.","Grok Build는 도구 실행 승인을 클라이언트에 요청하지 않습니다. Plan 모드만 적용되며 나머지 권한 설정은 이 하네스에 영향을 주지 않습니다."
"STR-1729","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","74","","Claude Code",""
"STR-1730","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","74","","Claude Code SDK 기반 로컬 하네스",""
"STR-1731","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","75","","Codex CLI exec 기반 로컬 하네스",""
"STR-1732","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","81","","Cursor CLI",""
"STR-1733","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","84","","Cursor Agent CLI · Auto / Grok 4.5",""
"STR-1734","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","88","","Grok Build",""
"STR-1735","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","91","","xAI Grok Build CLI · 구독 · 도구를 스스로 승인","xAI Grok Build CLI · 구독 · 도구 실행 자동 승인"
"STR-1736","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","112","","runtime",""
"STR-1737","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","115","","이름 · 설명",""
"STR-1738","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","116","","실행 구성",""
"STR-1739","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","116","","runtime",""
"STR-1740","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","117","","권한",""
"STR-1741","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","161","","default",""
"STR-1742","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","215","","default",""
"STR-1743","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","345","","모델 미지정",""
"STR-1744","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","284","","새 멤버",""
"STR-1745","renderer-ui","high","jsx-title","src/renderer/workbench/MemberWizard.tsx","286","","취소",""
"STR-1746","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","314","","멤버 이름",""
"STR-1747","renderer-ui","high","jsx-placeholder","src/renderer/workbench/MemberWizard.tsx","321","","예: reviewer",""
"STR-1748","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","323","","영문으로 시작, 영문·숫자·_·- 만 사용. 파티 안에서 이 이름으로 메시지를 받습니다.","영문자로 시작하고 영문자·숫자·_·-만 사용할 수 있습니다. 이 이름은 파티 내 메시지 수신 대상으로 사용됩니다."
"STR-1749","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","324","","이름 형식이 올바르지 않습니다.",""
"STR-1750","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","328","","선택",""
"STR-1751","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","328","","설명",""
"STR-1752","renderer-ui","high","jsx-placeholder","src/renderer/workbench/MemberWizard.tsx","333","","예: 백엔드 API를 리뷰하고 이슈를 보고하는 담당자",""
"STR-1753","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","336","","멤버가 자기 역할로 전달받습니다. 비워 두면 역할이 지정되지 않았다고 알려줍니다.","입력한 설명은 멤버의 역할로 전달됩니다. 비워 두면 역할이 지정되지 않았다는 안내가 표시됩니다."
"STR-1754","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","344","","· 권한은 하네스 기본값",""
"STR-1755","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","344","","기본 설정:",""
"STR-1756","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","235","","runtime",""
"STR-1757","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","351","","하네스 · 모델 · 추론",""
"STR-1758","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","446","","모델 선택",""
"STR-1759","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","363","","변경",""
"STR-1760","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","370","","Codex 계정 모델 목록을 불러오는 중입니다… 완료되면 목록이 갱신됩니다.",""
"STR-1761","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","374","","Codex 모델 목록을 불러오지 못했습니다:",""
"STR-1762","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","377","","다시 시도",""
"STR-1763","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","387","","초기 권한",""
"STR-1764","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","405","","취소",""
"STR-1765","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","409","","이전",""
"STR-1766","renderer-ui","high","jsx-title","src/renderer/workbench/MemberWizard.tsx","417","","${…} 로 바로 만듭니다","${…}로 즉시 생성"
"STR-1767","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","420","","기본 설정으로 만들기",""
"STR-1768","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","425","","멤버 생성",""
"STR-1769","renderer-ui","high","jsx-text","src/renderer/workbench/MemberWizard.tsx","429","","다음",""
"STR-1770","renderer-ui","high","jsx-title","src/renderer/workbench/MemberWizard.tsx","437","","실행 구성",""
"STR-1771","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","561","","선택",""
"STR-1772","renderer-candidate","medium","literal","src/renderer/workbench/MemberWizard.tsx","577","","기본값",""
"STR-1773","renderer-candidate","medium","literal","src/renderer/workbench/mentionModel.ts","43","","파티 전원",""
"STR-1774","renderer-candidate","medium","template","src/renderer/workbench/mentionModel.ts","48","","${…} 멤버를 멘션",""
"STR-1775","renderer-candidate","medium","literal","src/renderer/workbench/mentionModel.ts","48","","파티 전원을 멘션",""
"STR-1776","renderer-candidate","medium","literal","src/renderer/workbench/MessageGateModal.tsx","22","","inherit",""
"STR-1777","renderer-candidate","medium","literal","src/renderer/workbench/MessageGateModal.tsx","22","","Inherit",""
"STR-1778","renderer-candidate","medium","literal","src/renderer/workbench/MessageGateModal.tsx","23","","on",""
"STR-1779","renderer-candidate","medium","literal","src/renderer/workbench/MessageGateModal.tsx","23","","On",""
